exercise_id,source_id,name,canonical_id,canonical_name,bodyPart,target,equipment,equipment_category,equipment_list,needs_machine,Level,Split_Type,movement_pattern,is_compound,focus_zone,muscle_chain,body_region,default_sets,default_reps_min,default_reps_max,instruction_steps,secondary_muscle_count,secondaryMuscles/0,secondaryMuscles/1,secondaryMuscles/2,secondaryMuscles/3,secondaryMuscles/4,secondaryMuscles/5
697,298,dumbbell cross body hammer curl,463,dumbbell cross body hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
698,1657,dumbbell cross body hammer curl v. 2,463,dumbbell cross body hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
699,313,dumbbell hammer curl,481,dumbbell hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
700,1659,dumbbell hammer curl on exercise ball,482,dumbbell hammer curl on exercise ball,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
701,312,dumbbell hammer curl v. 2,481,dumbbell hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
702,2402,dumbbell hammer curls (with arm blaster),483,dumbbell hammer curls,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
703,1664,dumbbell high curl,484,dumbbell high curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,4,1,forearms,,,,,
704,315,dumbbell incline biceps curl,487,dumbbell incline biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
705,318,dumbbell incline curl,489,dumbbell incline curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
706,317,dumbbell incline curl v. 2,489,dumbbell incline curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
707,320,dumbbell incline hammer curl,492,dumbbell incline hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
708,322,dumbbell incline inner biceps curl,495,dumbbell incline inner biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
709,1660,dumbbell kneeling bicep curl exercise ball,518,dumbbell kneeling bicep curl exercise ball,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
710,1658,dumbbell lunge with bicep curl,522,dumbbell lunge with bicep curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,2,quadriceps,hamstrings,,,,
711,1661,dumbbell lying supine biceps curl,543,dumbbell lying supine biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
712,350,dumbbell lying supine curl,544,dumbbell lying supine curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
713,1662,dumbbell lying wide curl,546,dumbbell lying wide curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
714,353,dumbbell one arm concentration curl (on stability ball),551,dumbbell one arm concentration curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
715,1663,dumbbell one arm hammer preacher curl,555,dumbbell one arm hammer preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
716,1665,dumbbell one arm prone curl,562,dumbbell one arm prone curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
717,1666,dumbbell one arm prone hammer curl,563,dumbbell one arm prone hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,4,1,forearms,,,,,
718,1414,dumbbell one arm reverse preacher curl,568,dumbbell one arm reverse preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
719,1667,dumbbell one arm reverse spider curl,569,dumbbell one arm reverse spider curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,4,1,forearms,,,,,
720,1668,dumbbell one arm seated bicep curl on exercise ball,570,dumbbell one arm seated bicep curl on exercise ball,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
721,1669,dumbbell one arm seated hammer curl,571,dumbbell one arm seated hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
722,1670,dumbbell one arm standing curl,575,dumbbell one arm standing curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
723,1671,dumbbell one arm standing hammer curl,576,dumbbell one arm standing hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
724,1672,dumbbell one arm zottman preacher curl,580,dumbbell one arm zottman preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
725,365,dumbbell over bench neutral wrist curl,582,dumbbell over bench neutral wrist curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
726,366,dumbbell over bench one arm neutral wrist curl,583,dumbbell over bench one arm neutral wrist curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,4,1,forearms,,,,,
727,370,dumbbell peacher hammer curl,590,dumbbell peacher hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
728,372,dumbbell preacher curl,592,dumbbell preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
729,1673,dumbbell preacher curl over exercise ball,593,dumbbell preacher curl over exercise ball,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
730,374,dumbbell prone incline curl,596,dumbbell prone incline curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
731,1674,dumbbell prone incline hammer curl,597,dumbbell prone incline hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
732,382,dumbbell revers grip biceps curl,608,dumbbell revers grip biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
733,384,dumbbell reverse preacher curl,614,dumbbell reverse preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
734,1675,dumbbell reverse spider curl,615,dumbbell reverse spider curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
735,1676,dumbbell seated alternate hammer curl on exercise ball,621,dumbbell seated alternate hammer curl on exercise ball,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
736,1677,dumbbell seated bicep curl,628,dumbbell seated bicep curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
737,390,dumbbell seated biceps curl (on stability ball),629,dumbbell seated biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
738,3547,dumbbell seated biceps curl to shoulder press,630,dumbbell seated biceps curl to shoulder press,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,shoulders,,,,,
739,391,dumbbell seated curl,632,dumbbell seated curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
740,1678,dumbbell seated hammer curl,634,dumbbell seated hammer curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
741,393,dumbbell seated inner biceps curl,635,dumbbell seated inner biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
742,397,dumbbell seated neutral wrist curl,638,dumbbell seated neutral wrist curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
743,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,639,dumbbell seated one arm bicep curl on exercise ball with leg raised,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,2,forearms,shoulders,,,,
744,402,dumbbell seated preacher curl,646,dumbbell seated preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
745,403,dumbbell seated revers grip concentration curl,647,dumbbell seated revers grip concentration curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
746,3560,dumbbell standing alternate hammer curl and press,662,dumbbell standing alternate hammer curl and press,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,11,2,forearms,shoulders,,,,
747,416,dumbbell standing biceps curl,669,dumbbell standing biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
748,418,dumbbell standing concentration curl,671,dumbbell standing concentration curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
749,2321,dumbbell standing inner biceps curl v. 2,673,dumbbell standing inner biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
750,421,dumbbell standing one arm concentration curl,675,dumbbell standing one arm concentration curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
751,422,dumbbell standing one arm curl (over incline bench),676,dumbbell standing one arm curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
752,1680,dumbbell standing one arm curl over incline bench,677,dumbbell standing one arm curl over incline bench,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
753,425,dumbbell standing one arm reverse curl,680,dumbbell standing one arm reverse curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
754,428,dumbbell standing preacher curl,683,dumbbell standing preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
755,429,dumbbell standing reverse curl,684,dumbbell standing reverse curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
756,2293,dumbbell standing zottman preacher curl,686,dumbbell standing zottman preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
757,1684,dumbbell step up single leg balance with bicep curl,687,dumbbell step up single leg balance with bicep curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,3,quadriceps,glutes,hamstrings,,,
758,5201,dumbbell waiter biceps curl,701,dumbbell waiter biceps curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,2,forearms,shoulders,,,,
759,439,dumbbell zottman curl,703,dumbbell zottman curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
760,2294,dumbbell zottman preacher curl,704,dumbbell zottman preacher curl,upper arms,biceps,dumbbell,free_weight,dumbbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
761,1682,ez bar seated close grip concentration curl,734,ez bar seated close grip concentration curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
762,1627,ez barbell close grip preacher curl,737,ez barbell close grip preacher curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
763,446,ez barbell close-grip curl,738,ez barbell close-grip curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
764,447,ez barbell curl,739,ez barbell curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
765,451,ez barbell reverse grip curl,744,ez barbell reverse grip curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
766,452,ez barbell reverse grip preacher curl,745,ez barbell reverse grip preacher curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
767,1458,ez barbell seated curls,746,ez barbell seated curls,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
768,454,ez barbell spider curl,748,ez barbell spider curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
769,2404,ez-bar biceps curl (with arm blaster),749,ez-bar biceps curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
770,2741,ez-barbell standing wide grip biceps curl,751,ez-barbell standing wide grip biceps curl,upper arms,biceps,ez barbell,free_weight,ez barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,5,1,forearms,,,,,
771,525,kettlebell bottoms up clean from the hang position,829,kettlebell bottoms up clean from the hang position,upper arms,biceps,kettlebell,free_weight,kettlebell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,2,forearms,shoulders,,,,
772,526,kettlebell double alternating hang clean,830,kettlebell double alternating hang clean,upper arms,biceps,kettlebell,free_weight,kettlebell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,2,forearms,shoulders,,,,
773,575,lever bicep curl,884,lever bicep curl,upper arms,biceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
774,1615,lever hammer grip preacher curl,893,lever hammer grip preacher curl,upper arms,biceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
775,592,lever preacher curl,911,lever preacher curl,upper arms,biceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
776,1614,lever preacher curl v. 2,911,lever preacher curl,upper arms,biceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
777,1616,lever reverse grip preacher curl,914,lever reverse grip preacher curl,upper arms,biceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
778,636,olympic barbell hammer curl,972,olympic barbell hammer curl,upper arms,biceps,olympic barbell,free_weight,olympic barbell,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,7,1,forearms,,,,,
779,3123,resistance band seated biceps curl,1021,resistance band seated biceps curl,upper arms,biceps,resistance band,bands,resistance band,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
780,1683,smith machine bicep curl,1121,smith machine bicep curl,upper arms,biceps,smith machine,machine,smith machine,True,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,8,1,forearms,,,,,
781,847,weighted seated bicep curl (on stability ball),1226,weighted seated bicep curl,upper arms,biceps,medicine ball,medicine_ball,medicine ball,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,6,1,forearms,,,,,
782,853,weighted standing curl,1231,weighted standing curl,upper arms,biceps,weighted,other,weighted,False,Intermediate,"Arms,Upper,Full Body,Pull",Isolation Pull,False,Upper Body,Anterior,Limbs,3,10,15,4,1,forearms,,,,,
783,18,assisted standing triceps extension (with towel),32,assisted standing triceps extension,upper arms,triceps,assisted,assisted,assisted,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
784,19,assisted triceps dip (kneeling),33,assisted triceps dip,upper arms,triceps,leverage machine,machine,leverage machine,True,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,2,chest,shoulders,,,,
785,975,band close-grip push-up,50,band close-grip push-up,upper arms,triceps,band,bands,band,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,2,chest,shoulders,,,,
786,998,band side triceps extension,76,band side triceps extension,upper arms,triceps,band,bands,band,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
787,30,barbell close-grip bench press,105,barbell close-grip bench press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,6,2,chest,shoulders,,,,
788,35,barbell decline close grip to skull press,110,barbell decline close grip to skull press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,4,2,chest,shoulders,,,,
789,1719,barbell incline close grip bench press,129,barbell incline close grip bench press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,7,2,chest,shoulders,,,,
790,48,barbell incline reverse-grip press,130,barbell incline reverse-grip press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,2,chest,shoulders,,,,
791,52,barbell jm bench press,134,barbell jm bench press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,2,chest,shoulders,,,,
792,1720,barbell lying back of the head tricep extension,139,barbell lying back of the head tricep extension,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
793,55,barbell lying close-grip press,140,barbell lying close-grip press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,6,2,chest,shoulders,,,,
794,56,barbell lying close-grip triceps extension,141,barbell lying close-grip triceps extension,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,6,1,shoulders,,,,,
795,57,barbell lying extension,142,barbell lying extension,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
796,61,barbell lying triceps extension,145,barbell lying triceps extension,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
797,60,barbell lying triceps extension skull crusher,146,barbell lying triceps extension skull crusher,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,1,shoulders,,,,,
798,65,barbell one arm floor press,149,barbell one arm floor press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,5,2,chest,shoulders,,,,
799,1751,barbell pin presses,157,barbell pin presses,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,8,1,shoulders,,,,,
800,2187,barbell reverse close-grip bench press,168,barbell reverse close-grip bench press,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,7,2,chest,shoulders,,,,
801,1721,barbell reverse grip skullcrusher,174,barbell reverse grip skullcrusher,upper arms,triceps,barbell,free_weight,barbell,False,Intermediate,"Arms,Upper,Full Body,Push",Isolation Push,False,Upper Body,Posterior,Limbs,3,10,15,6,1,forearms,,,,,
