exercise_id,source_id,name,canonical_id,canonical_name,bodyPart,target,equipment,equipment_category,equipment_list,needs_machine,Level,Split_Type,movement_pattern,is_compound,focus_zone,muscle_chain,body_region,default_sets,default_reps_min,default_reps_max,instruction_steps,secondary_muscle_count,secondaryMuscles/0,secondaryMuscles/1,secondaryMuscles/2,secondaryMuscles/3,secondaryMuscles/4,secondaryMuscles/5
427,771,smith standing back wrist curl,1140,smith standing back wrist curl,lower arms,forearms,smith machine,machine,smith machine,True,Intermediate,"Arms,Upper,Full Body",Other,False,Upper Body,Mixed,Limbs,3,10,12,6,2,biceps,triceps,,,,
428,854,weighted standing hand squeeze,1232,weighted standing hand squeeze,lower arms,forearms,weighted,other,weighted,False,Intermediate,"Arms,Upper,Full Body",Other,False,Upper Body,Mixed,Limbs,3,10,12,5,2,biceps,triceps,,,,
429,1428,wrist circles,1247,wrist circles,lower arms,forearms,body weight,bodyweight,body weight,False,Intermediate,"Arms,Upper,Full Body",Other,False,Upper Body,Mixed,Limbs,3,10,12,4,2,hands,wrists,,,,
430,859,wrist rollerer,1248,wrist rollerer,lower arms,forearms,weighted,other,weighted,False,Intermediate,"Arms,Upper,Full Body",Other,False,Upper Body,Mixed,Limbs,3,10,12,6,2,biceps,triceps,,,,
431,1368,ankle circles,6,ankle circles,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,1,ankle stabilizers,,,,,
432,1708,assisted lying calves stretch,16,assisted lying calves stretch,lower legs,calves,assisted,assisted,assisted,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,1,hamstrings,,,,,
433,999,band single leg calf raise,77,band single leg calf raise,lower legs,calves,band,bands,band,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
434,1000,band single leg reverse calf raise,78,band single leg reverse calf raise,lower legs,calves,band,bands,band,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,hamstrings,glutes,,,,
435,1369,band two legs calf raise - (band under both legs) v. 2,90,band two legs calf raise -,lower legs,calves,band,bands,band,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
436,1370,barbell floor calf raise,115,barbell floor calf raise,lower legs,calves,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,1,hamstrings,,,,,
437,88,barbell seated calf raise,182,barbell seated calf raise,lower legs,calves,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,quadriceps,,,,
438,1372,barbell standing calf raise,203,barbell standing calf raise,lower legs,calves,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,2,hamstrings,glutes,,,,
439,108,barbell standing leg calf raise,208,barbell standing leg calf raise,lower legs,calves,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,2,hamstrings,glutes,,,,
440,111,barbell standing rocking leg calf raise,211,barbell standing rocking leg calf raise,lower legs,calves,barbell,free_weight,barbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,2,hamstrings,quadriceps,,,,
441,1373,bodyweight standing calf raise,246,bodyweight standing calf raise,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
442,1374,box jump down with one leg stabilization,252,box jump down with one leg stabilization,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,3,quadriceps,hamstrings,glutes,,,
443,1375,cable standing calf raise,371,cable standing calf raise,lower legs,calves,cable,cable,cable,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,hamstrings,glutes,,,,
444,1376,cable standing one leg calf raise,379,cable standing one leg calf raise,lower legs,calves,cable,cable,cable,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,ankles,feet,,,,
445,1407,calf push stretch with hands against wall,403,calf push stretch with hands against wall,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,1,hamstrings,,,,,
446,1377,calf stretch with hands against wall,404,calf stretch with hands against wall,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,1,hamstrings,,,,,
447,1378,calf stretch with rope,405,calf stretch with rope,lower legs,calves,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,1,hamstrings,,,,,
448,257,circles knee stretch,416,circles knee stretch,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,2,hamstrings,quadriceps,,,,
449,284,donkey calf raise,435,donkey calf raise,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,hamstrings,glutes,,,,
450,1379,dumbbell seated calf raise,631,dumbbell seated calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,1,hamstrings,,,,,
451,400,dumbbell seated one leg calf raise,642,dumbbell seated one leg calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
452,1380,dumbbell seated one leg calf raise - hammer grip,643,dumbbell seated one leg calf raise - hammer grip,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
453,1381,dumbbell seated one leg calf raise - palm up,644,dumbbell seated one leg calf raise - palm up,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
454,409,dumbbell single leg calf raise,656,dumbbell single leg calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,1,ankles,,,,,
455,417,dumbbell standing calf raise,670,dumbbell standing calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,4,1,ankles,,,,,
456,1382,exercise ball on the wall calf raise,722,exercise ball on the wall calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,quadriceps,,,,
457,3241,exercise ball on the wall calf raise (tennis ball between ankles),722,exercise ball on the wall calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,2,hamstrings,quadriceps,,,,
458,3240,exercise ball on the wall calf raise (tennis ball between knees),722,exercise ball on the wall calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,2,quadriceps,hamstrings,,,,
459,1383,hack calf raise,775,hack calf raise,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
460,1384,hack one leg calf raise,776,hack one leg calf raise,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,2,hamstrings,glutes,,,,
461,2289,lever calf press,885,lever calf press,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,1,hamstrings,,,,,
462,1253,lever donkey calf raise,889,lever donkey calf raise,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
463,2315,lever rotary calf,918,lever rotary calf,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,soleus,ankle stabilizers,,,,
464,2335,lever seated calf press,919,lever seated calf press,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,soleus,hamstrings,,,,
465,594,lever seated calf raise,920,lever seated calf raise,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,soleus,ankle stabilizers,,,,
466,1385,lever seated squat calf raise on leg press machine,931,lever seated squat calf raise on leg press machine,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,3,quadriceps,hamstrings,glutes,,,
467,605,lever standing calf raise,934,lever standing calf raise,lower legs,calves,leverage machine,machine,leverage machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,soleus,ankle stabilizers,,,,
468,1386,one leg donkey calf raise,979,one leg donkey calf raise,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
469,1387,one leg floor calf raise,980,one leg floor calf raise,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
470,1388,peroneals stretch,987,peroneals stretch,lower legs,calves,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,ankles,feet,,,,
471,1389,posterior tibialis stretch,991,posterior tibialis stretch,lower legs,calves,rope,other,rope,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,quadriceps,,,,
472,1390,seated calf stretch (male),1052,seated calf stretch,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,1,hamstrings,,,,,
473,727,single leg calf raise (on a dumbbell),1079,single leg calf raise,lower legs,calves,dumbbell,free_weight,dumbbell,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
474,738,sled 45в° calf press,1090,sled 45в° calf press,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,1,hamstrings,,,,,
475,1391,sled calf press on leg press,1094,sled calf press on leg press,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,hamstrings,quadriceps,,,,
476,742,sled forward angled calf raise,1096,sled forward angled calf raise,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,hamstrings,glutes,,,,
477,2334,sled lying calf press,1098,sled lying calf press,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,2,hamstrings,glutes,,,,
478,1392,sled one leg calf press on leg press,1100,sled one leg calf press on leg press,lower legs,calves,sled machine,machine,sled machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
479,1393,smith one leg floor calf raise,1127,smith one leg floor calf raise,lower legs,calves,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,2,hamstrings,glutes,,,,
480,763,smith reverse calf raises,1129,smith reverse calf raises,lower legs,calves,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,7,1,hamstrings,,,,,
481,1395,smith seated one leg calf raise,1132,smith seated one leg calf raise,lower legs,calves,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,1,hamstrings,,,,,
482,773,smith standing leg calf raise,1142,smith standing leg calf raise,lower legs,calves,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,6,2,hamstrings,glutes,,,,
483,1396,smith toe raise,1145,smith toe raise,lower legs,calves,smith machine,machine,smith machine,True,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,8,2,ankles,shins,,,,
484,1490,standing calf raise (on a staircase),1164,standing calf raise,lower legs,calves,body weight,bodyweight,body weight,False,Intermediate,"Legs,Lower,Full Body",Calves,False,Lower Body,Posterior,Limbs,4,15,20,5,2,ankles,feet,,,,
